feature_id	source_scope	source_files	source_loc	target_capsule	phase	done_gate
tools/WebSearchTool	tools/WebSearchTool	3	569	llm_caret.claude_full.tools/WebSearchTool	P2-tools-and-slash-commands	all file and symbol matrix rows implemented/tested
Tool	Tool	1	792	llm_caret.claude_full.Tool	P1-core-cli-runtime	all file and symbol matrix rows implemented/tested
types	types	11	3446	llm_caret.claude_full.types	P1-core-cli-runtime	all file and symbol matrix rows implemented/tested
upstreamproxy	upstreamproxy	2	740	llm_caret.claude_full.upstreamproxy	P4-remote-bridge-and-server	all file and symbol matrix rows implemented/tested
utils/background	utils/background	2	333	llm_caret.claude_full.utils/background	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/bash	utils/bash	23	12306	llm_caret.claude_full.utils/bash	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/claudeInChrome	utils/claudeInChrome	7	2337	llm_caret.claude_full.utils/claudeInChrome	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/computerUse	utils/computerUse	15	2161	llm_caret.claude_full.utils/computerUse	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/deepLink	utils/deepLink	6	1388	llm_caret.claude_full.utils/deepLink	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/dxt	utils/dxt	2	314	llm_caret.claude_full.utils/dxt	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/filePersistence	utils/filePersistence	2	413	llm_caret.claude_full.utils/filePersistence	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/github	utils/github	1	29	llm_caret.claude_full.utils/github	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/git	utils/git	3	1075	llm_caret.claude_full.utils/git	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/hooks	utils/hooks	17	3721	llm_caret.claude_full.utils/hooks	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/mcp	utils/mcp	2	457	llm_caret.claude_full.utils/mcp	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/memory	utils/memory	2	20	llm_caret.claude_full.utils/memory	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/messages	utils/messages	2	386	llm_caret.claude_full.utils/messages	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/model	utils/model	16	2710	llm_caret.claude_full.utils/model	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/nativeInstaller	utils/nativeInstaller	5	3018	llm_caret.claude_full.utils/nativeInstaller	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/permissions	utils/permissions	24	9409	llm_caret.claude_full.utils/permissions	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/plugins	utils/plugins	44	20521	llm_caret.claude_full.utils/plugins	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/powershell	utils/powershell	3	2305	llm_caret.claude_full.utils/powershell	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/processUserInput	utils/processUserInput	4	1765	llm_caret.claude_full.utils/processUserInput	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/sandbox	utils/sandbox	2	997	llm_caret.claude_full.utils/sandbox	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/secureStorage	utils/secureStorage	6	629	llm_caret.claude_full.utils/secureStorage	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/settings	utils/settings	19	4562	llm_caret.claude_full.utils/settings	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/shell	utils/shell	10	3069	llm_caret.claude_full.utils/shell	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/skills	utils/skills	1	311	llm_caret.claude_full.utils/skills	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/suggestions	utils/suggestions	5	1213	llm_caret.claude_full.utils/suggestions	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/swarm	utils/swarm	22	7548	llm_caret.claude_full.utils/swarm	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/task	utils/task	5	1223	llm_caret.claude_full.utils/task	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/telemetry	utils/telemetry	9	4044	llm_caret.claude_full.utils/telemetry	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/teleport	utils/teleport	4	955	llm_caret.claude_full.utils/teleport	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/todo	utils/todo	1	18	llm_caret.claude_full.utils/todo	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils/ultraplan	utils/ultraplan	2	476	llm_caret.claude_full.utils/ultraplan	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
utils	utils	298	90759	llm_caret.claude_full.utils	P6-support-utilities-and-hardening	all file and symbol matrix rows implemented/tested
vim	vim	5	1513	llm_caret.claude_full.vim	P3-terminal-ui	all file and symbol matrix rows implemented/tested
voice	voice	1	54	llm_caret.claude_full.voice	P3-terminal-ui	all file and symbol matrix rows implemented/tested
